56481987,56482015,3.529719
56481987,56482016,3.583388
56481987,56482017,3.781090
56481987,56482018,3.461416
56481987,56482019,4.220152
56481987,56482020,3.757752
56481987,56482021,3.329753
56481987,56482022,3.808013
56481987,56482023,3.798200
56481987,56482024,2.685126
56481987,56482025,3.670253
56481987,56482026,2.659786
56481987,56482027,3.059878
56481987,56482028,3.734592
56481987,56482029,3.502211
56481987,56482030,3.183810
56481987,56482031,2.666535
56481987,56482032,3.269027
56481987,56482033,2.961639
56481987,56482034,1.879848
56481987,56482035,2.600410
56481987,56482036,2.255766
56481987,56482037,2.136595
56481987,56482038,3.348393
56481987,56482039,2.742372
56481987,56482040,2.928724
56481987,56482041,3.462620
56481987,56482042,2.841932
56481987,56482043,2.701223
56481987,56482044,4.356165
56481987,56482045,4.776606
56481987,56482046,4.075432
56481987,56482047,3.747802
56481987,56482048,3.397625
56481987,56482049,3.757299
56481987,56482050,3.623867
56481987,56482051,3.269834
56481987,56482052,2.931813
56481987,56482053,3.633745
56481987,56482054,4.001870
56481987,56482055,4.211739
56481987,56482056,2.834975
56481987,56482057,3.197095
56481987,56482058,2.679145
56481987,56482059,2.620309
56481987,56482060,5.162835
56481987,56482061,4.425149
56481987,56482062,5.582852
56481987,56482063,4.433776
56481987,56482064,4.079497
56481987,56482065,4.326630
56481987,56482066,3.737805
56481987,56482067,4.086944
56481987,56482068,3.932614
56481987,56482069,3.735169
56481987,56482070,3.477310
56481987,56482071,2.993806
56481987,56482072,3.202853
56481987,56482073,3.739956
56481987,56482074,2.724250
56481987,56482075,4.236043
56481987,56482076,4.053188
56481987,56482077,3.982889
56481987,56482078,3.677377
56481987,56482079,2.886827
56481987,56482080,3.000944
56481987,56482081,2.591477
56481987,56482082,2.545684
56481987,56482083,2.103927
56481987,56482084,2.023096
56481987,56482085,2.448193
56481987,56482086,2.187530
56481987,56482087,2.180359
56481987,56482088,2.402568
56481987,56482089,2.266130
56481987,56482090,1.470424
56481987,56482091,1.886767
56481987,56482092,2.047268
56481987,56482093,1.625507
56481987,56482094,1.159032
56481987,56482095,1.213188
56481987,56482096,0.953316
56481987,56482097,0.798243
56481987,56482098,2.456685
56481987,56482099,2.271464
56481987,56482100,2.121524
56481987,56482101,1.510572
56481987,56482102,2.050757
56481987,56482103,2.226629
56481987,56482104,2.037076
56481987,56482105,0.548998
56481987,56482106,1.401111
56481987,56482107,2.065950
56481987,56482108,1.521861
56481987,56482109,1.338303
56481987,56482110,1.935777
56481987,56482111,1.620221
56481987,56482112,2.440283
56481987,56482113,2.322983
56481987,56482114,1.813764
56481987,56482115,1.359095
56481987,56482116,2.331070
56481987,56482117,1.763498
56481987,56482118,2.293738
56481987,56482119,2.151882
56481987,56482120,1.862534
56481987,56482121,2.553706
56481987,56482122,3.025309
56481987,56482123,3.245424
56481987,56482124,4.119417
56481987,56482125,2.798297
56481987,56482126,2.054191
56481987,56482127,2.750543
56481987,56482128,2.724180
56481987,56482129,3.579744
56481987,56482130,3.794198
56481987,56482131,3.621369
56481987,56482132,4.652133
56481987,56482133,4.008855
56481987,56482134,2.242482
56481987,56482135,2.393258
56481987,56482136,2.927292
56481987,56482137,2.848081
56481987,56482138,3.864475
56481988,56481989,6.008539
56481988,56481990,5.590084
56481988,56481991,5.496366
56481988,56481992,5.026017
56481988,56481993,5.410847
56481988,56481994,4.924646
56481988,56481995,4.542993
56481988,56481996,4.770183
56481988,56481997,4.365547
56481988,56481998,4.454931
56481988,56481999,4.522657
56481988,56482000,7.057648
56481988,56482001,6.230618
56481988,56482002,5.583140
56481988,56482003,5.880611
56481988,56482004,5.558009
56481988,56482005,5.390916
56481988,56482006,4.841842
56481988,56482007,4.900828
56481988,56482008,4.890259
56481988,56482009,5.302467
56481988,56482010,4.754080
56481988,56482011,4.815731
56481988,56482012,5.477610
56481988,56482013,4.936534
56481988,56482014,4.590996
56481988,56482015,4.235250
56481988,56482016,4.121347
56481988,56482017,4.319049
56481988,56482018,3.999375
56481988,56482019,4.758111
56481988,56482020,4.295712
56481988,56482021,3.867712
56481988,56482022,4.345973
56481988,56482023,4.336160
56481988,56482024,3.223085
56481988,56482025,4.345213
56481988,56482026,3.197746
56481988,56482027,3.615762
56481988,56482028,4.440123
56481988,56482029,4.207743
56481988,56482030,3.889341
56481988,56482031,3.372067
56481988,56482032,3.974559
56481988,56482033,3.667171
56481988,56482034,2.585380
56481988,56482035,3.305943
56481988,56482036,2.961298
56481988,56482037,2.842127
56481988,56482038,4.053925
56481988,56482039,3.447903
56481988,56482040,3.634255
56481988,56482041,4.509860
56481988,56482042,3.551417
56481988,56482043,4.621216
56481988,56482044,4.888268
56481988,56482045,5.308706
56481988,56482046,4.607533
56481988,56482047,4.279903
56481988,56482048,3.929727
56481988,56482049,4.289401
56481988,56482050,4.159637
56481988,56482051,3.801936
56481988,56482052,3.463914
56481988,56482053,4.165847
56481988,56482054,4.533972
56481988,56482055,4.743840
56481988,56482056,3.367076
56481988,56482057,3.729197
56481988,56482058,3.211246
56481988,56482059,3.152411
56481988,56482060,5.649539
56481988,56482061,4.957251
56481988,56482062,6.063303
56481988,56482063,4.914227
56481988,56482064,4.559948
56481988,56482065,4.836381
56481988,56482066,4.269906
56481988,56482067,4.619045
56481988,56482068,4.432101
56481988,56482069,4.234656
56481988,56482070,4.009412
56481988,56482071,3.525908
56481988,56482072,3.702340
56481988,56482073,4.239443
56481988,56482074,3.204701
56481988,56482075,4.716496
56481988,56482076,4.533640
56481988,56482077,4.463342
56481988,56482078,4.215336
56481988,56482079,3.424787
56481988,56482080,3.538903
56481988,56482081,3.129437
56481988,56482082,3.083643
56481988,56482083,2.641886
56481988,56482084,2.561056
56481988,56482085,2.986152
56481988,56482086,2.725490
56481988,56482087,2.712461
56481988,56482088,3.108099
56481988,56482089,2.902825
56481988,56482090,2.175956
56481988,56482091,2.592298
56481988,56482092,3.520725
56481988,56482093,2.451523
56481988,56482094,1.912240
56481988,56482095,3.092078
56481988,56482096,2.477226
56481988,56482097,2.794462
56481988,56482098,2.988787
56481988,56482099,2.803566
56481988,56482100,2.398917
56481988,56482101,1.585589
56481988,56482102,1.808408
56481988,56482103,1.112665
56481988,56482104,0.643522
56481988,56482105,1.989616
56481988,56482106,1.105952
56481988,56482107,0.583208
56481988,56482108,1.333220
56481988,56482109,2.057456
56481988,56482110,1.390308
56481988,56482111,2.480418
56481988,56482112,4.134987
56481988,56482113,4.242975
56481988,56482114,3.733756
56481988,56482115,3.279088
56481988,56482116,4.251061
56481988,56482117,3.567006
56481988,56482118,4.169521
56481988,56482119,3.955389
56481988,56482120,2.850048
56481988,56482121,1.350544
56481988,56482122,1.508554
56481988,56482123,1.155348
56481988,56482124,1.956850
56481988,56482125,0.506341
56481988,56482126,1.842795
56481988,56482127,1.387880
56481988,56482128,2.281090
56481988,56482129,1.397220
56481988,56482130,1.553191
56481988,56482131,1.944407
56481988,56482132,2.360177
56481988,56482133,2.951356
56481988,56482134,2.217114
56481988,56482135,2.843531
56481988,56482136,2.883391
56481988,56482137,3.694109
56481988,56482138,3.739464
